Time (UTC),Time (UTC+7),t_sec,Plane,SatInPlane,SatID,RAAN(deg),M0(deg),Azimuth (deg),Elevation (deg),Slant Range (m),Sat Lat (deg),Sat Lon (deg),Sat Alt (m)
2024-10-21 00:00:50.000,2024-10-21 07:00:50.000,50,3,3,P03-S03,216.0,324.0,236.40846917335307,3.1891540496805493,2496126.068334793,6.523461997373718,81.53538495662009,600273.8980774069
2024-10-21 00:01:00.000,2024-10-21 07:01:00.000,60,1,2,P01-S02,72.0,198.0,179.3986218233324,12.454399871033582,1768666.773440694,4.4405300056906825,99.10770252740764,600127.1998696495
2024-10-21 00:01:00.000,2024-10-21 07:01:00.000,60,3,3,P03-S03,216.0,324.0,235.1744896374243,3.6280389685473895,2453757.1046189927,6.413408021130606,82.10830917733627,600264.7718655616
2024-10-21 00:01:10.000,2024-10-21 07:01:10.000,70,1,2,P01-S02,72.0,198.0,177.08539197034528,12.639922247204575,1757440.2512584468,4.56122236076043,99.67663456299886,600134.1938838651
2024-10-21 00:01:10.000,2024-10-21 07:01:10.000,70,3,3,P03-S03,216.0,324.0,233.89629080466239,4.06482398655965,2412420.739753126,6.302621731860861,82.68097034555532,600255.7392073236
2024-10-21 00:01:20.000,2024-10-21 07:01:20.000,80,1,2,P01-S02,72.0,198.0,174.74261965914607,12.786269624998445,1748676.1277251013,4.681398029630647,100.24576896477502,600141.3427398792
2024-10-21 00:01:20.000,2024-10-21 07:01:20.000,80,3,3,P03-S03,216.0,324.0,232.57254337751817,4.49869106010823,2372175.1574403243,6.191116177686076,83.25337145562362,600246.8043419421
2024-10-21 00:01:30.000,2024-10-21 07:01:30.000,90,1,2,P01-S02,72.0,198.0,172.37723679785663,12.891862905432856,1742412.653028639,4.801043168280091,100.81511025505587,600148.643082032
2024-10-21 00:01:30.000,2024-10-21 07:01:30.000,90,3,3,P03-S03,216.0,324.0,231.20199819025075,4.928722746618242,2333080.889444745,6.078904470146139,83.82551561644262,600237.9714628225
2024-10-21 00:01:40.000,2024-10-21 07:01:40.000,100,1,2,P01-S02,72.0,198.0,169.996608598884,12.955534872024735,1738677.686056626,4.920143975777493,101.38466286804521,600156.0914836004
2024-10-21 00:01:40.000,2024-10-21 07:01:40.000,100,3,3,P03-S03,216.0,324.0,229.78351191004288,5.353896531095251,2295200.725079118,5.9659997826552615,84.39740604980307,600229.2447155444
2024-10-21 00:01:50.000,2024-10-21 07:01:50.000,110,1,2,P01-S02,72.0,198.0,167.60840007777276,12.97657125320827,1737488.1046371725,5.038686695641068,101.95443114774154,600163.6844483875
2024-10-21 00:01:50.000,2024-10-21 07:01:50.000,110,3,3,P03-S03,216.0,324.0,228.31607586223956,5.773080172406249,2258599.5770820184,5.852415348972192,84.96904608867544,600220.6281959275
2024-10-21 00:02:00.000,2024-10-21 07:02:00.000,120,1,2,P01-S02,72.0,198.0,165.22042811811863,12.954736448537128,1738849.4418142266,5.156657617211828,102.52441934587979,600171.4184123753
2024-10-21 00:02:00.000,2024-10-21 07:02:00.000,120,3,3,P03-S03,216.0,324.0,226.79884790664028,6.1850284736327,2223344.2978703096,5.738164461684624,85.54043917546787,600212.1259480994
2024-10-21 00:02:10.000,2024-10-21 07:02:10.000,130,1,2,P01-S02,72.0,198.0,162.84050606891742,12.890282077744821,1742755.7663559215,5.274043077040794,103.09463161991599,600179.2897453969
2024-10-21 00:02:10.000,2024-10-21 07:02:10.000,130,3,3,P03-S03,216.0,324.0,225.2311871456232,6.588381934210955,2189503.4402703717,5.623260470707789,86.1115888602643,600203.7419625977
2024-10-21 00:02:20.000,2024-10-21 07:02:20.000,140,1,2,P01-S02,72.0,198.0,160.47628851722112,12.783937732242377,1749189.813543158,5.390829460290328,103.66507203101102,600187.2947528474
2024-10-21 00:02:20.000,2024-10-21 07:02:20.000,140,3,3,P03-S03,216.0,324.0,223.61269106392348,6.981667784603209,2157146.9572501183,5.5077167817974315,86.68249879899784,600195.4801744958
